,A10,A7,B8,C9,D10,E8,F9,G10,G7,H8
ENSMUSG00000042807,3,6,6,2,7,1,12,17,4,6
ENSMUSG00000098443,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000025983,18,8,7,1,11,11,6,11,14,4
ENSMUSG00000041303,848,530,517,685,602,998,810,741,524,574
ENSMUSG00000073678,125,131,78,75,50,165,76,184,179,30
ENSMUSG00000104136,0,1,0,0,0,0,0,2,0,0
ENSMUSG00000101130,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052331,241,202,108,186,136,246,250,280,340,59
ENSMUSG00000102503,3,0,0,0,0,0,1,2,4,2
ENSMUSG00000102642,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000025982,8803,6736,6286,8440,7069,8445,7968,8684,6061,5997
ENSMUSG00000103030,14,14,23,6,13,9,20,22,9,13
ENSMUSG00000025981,1072,789,855,710,1108,712,1338,1450,681,669
ENSMUSG00000101122,7,12,22,15,18,15,22,25,14,4
ENSMUSG00000025980,10604,2934,3827,6845,9530,10247,10473,10712,3457,5903
ENSMUSG00000073676,4174,3042,2892,4527,4800,4257,5609,7340,3176,3635
ENSMUSG00000100736,0,0,1,0,1,2,1,1,0,0
ENSMUSG00000089670,3,1,1,1,2,0,0,1,1,0
ENSMUSG00000025979,1596,1652,1385,1791,1430,1570,2329,2134,1628,1414
ENSMUSG00000025978,19,291,175,37,95,96,37,299,70,167
ENSMUSG00000097649,6,130,81,17,31,40,17,117,66,74
ENSMUSG00000046994,433,176,175,230,308,314,375,332,151,189
ENSMUSG00000100215,18,51,41,57,76,68,71,54,25,82
ENSMUSG00000101945,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000101085,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038349,4,29,9,1,1,1,1,43,0,0
ENSMUSG00000102145,0,2,0,0,0,0,0,5,0,0
ENSMUSG00000100309,4,8,1,2,15,6,2,6,4,8
ENSMUSG00000100944,0,0,0,0,1,0,0,0,2,0
ENSMUSG00000038331,114,115,124,124,76,100,120,88,103,88
ENSMUSG00000087022,25,24,22,33,6,23,38,13,29,26
ENSMUSG00000104310,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000101129,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097519,51,32,28,44,30,41,35,44,16,23
ENSMUSG00000038323,535,231,222,363,249,358,492,369,215,264
ENSMUSG00000048495,348,330,273,484,412,341,473,498,351,241
ENSMUSG00000025971,617,380,444,707,551,640,752,448,471,459
ENSMUSG00000038305,57,0,32,0,8,0,5,24,0,20
ENSMUSG00000054770,302,183,187,294,265,364,470,273,244,216
ENSMUSG00000026039,1877,1082,1128,1418,977,1347,1843,1616,982,1003
ENSMUSG00000063558,58,27,55,60,22,64,80,16,32,30
ENSMUSG00000064294,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038242,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000089822,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000079554,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000103839,22,63,40,23,42,34,37,24,68,16
ENSMUSG00000051223,8230,5182,6057,9195,7021,8147,8147,8827,6085,5689
ENSMUSG00000026034,1115,1839,1579,1427,1579,1392,1777,1690,2067,1029
ENSMUSG00000026035,856,513,499,1003,755,844,1321,1049,547,499
ENSMUSG00000026036,880,598,522,943,758,931,1182,899,476,649
ENSMUSG00000026037,1640,658,710,920,1325,1441,1328,1059,659,808
ENSMUSG00000094245,3,3,7,2,0,3,1,6,2,4
ENSMUSG00000085054,11,12,5,6,7,10,8,5,6,1
ENSMUSG00000038174,372,212,160,302,152,279,243,205,252,144
ENSMUSG00000026032,1823,2500,1548,2755,1752,1961,2719,2735,3529,1636
ENSMUSG00000059647,2,1,2,0,0,4,2,1,0,0
ENSMUSG00000047528,5,2,1,1,2,1,4,3,2,1
ENSMUSG00000102059,5,5,7,4,12,5,15,10,14,14
ENSMUSG00000026031,719,515,705,583,618,616,744,652,484,541
ENSMUSG00000026029,693,646,589,1011,591,782,937,845,631,739
ENSMUSG00000102719,6,14,1,3,8,5,14,8,16,2
ENSMUSG00000099719,0,5,2,0,6,1,2,4,0,7
ENSMUSG00000026028,3329,964,1640,1873,1219,1896,1819,1735,967,1023
ENSMUSG00000026027,367,206,272,299,205,267,415,214,339,258
ENSMUSG00000047383,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072295,0,0,1,0,0,0,0,0,1,1
ENSMUSG00000038079,844,549,528,655,513,683,698,845,529,394
ENSMUSG00000097573,12,10,9,7,3,7,16,2,17,4
ENSMUSG00000079550,2,5,0,2,8,2,6,3,3,1
ENSMUSG00000101586,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026024,1452,754,831,898,876,1267,1257,1013,751,535
ENSMUSG00000026023,2,3,6,0,0,4,3,5,14,0
ENSMUSG00000041075,626,643,893,1258,733,1166,1420,816,1059,843
ENSMUSG00000097819,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047361,0,3,1,1,0,0,0,0,1,3
ENSMUSG00000026021,1886,1553,1653,2295,1887,1896,1922,2017,1621,1655
ENSMUSG00000103821,3,8,15,6,14,8,17,10,10,3
ENSMUSG00000101400,1,0,3,0,0,0,2,0,2,1
ENSMUSG00000026020,4988,2718,2544,3853,5339,4289,5704,4782,3171,3342
ENSMUSG00000077345,4,0,4,1,0,3,5,6,1,3
ENSMUSG00000089512,1,0,1,2,7,2,8,6,7,1
ENSMUSG00000089093,1,0,2,0,2,0,0,3,1,2
ENSMUSG00000067336,2079,1551,1450,1703,867,1595,1466,1374,1409,1176
ENSMUSG00000104052,1,1,0,0,0,0,0,1,1,0
ENSMUSG00000103131,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041040,546,512,433,561,265,695,746,446,428,560
ENSMUSG00000103696,0,0,0,2,0,0,1,0,0,0
ENSMUSG00000026018,8,6,8,0,3,1,33,6,0,7
ENSMUSG00000026019,1419,628,716,1228,1376,1385,1636,1270,789,729
ENSMUSG00000026017,216,139,136,153,107,209,155,115,150,108
ENSMUSG00000082609,3,1,0,5,0,4,3,3,0,1
ENSMUSG00000073664,1258,681,892,787,571,856,1130,912,910,551
ENSMUSG00000049439,1330,627,848,1276,847,1095,1295,1062,527,737
ENSMUSG00000103822,2,4,4,5,1,3,3,2,4,1
ENSMUSG00000026782,1419,1213,999,1337,843,1423,1050,1108,1242,969
ENSMUSG00000026014,491,926,769,690,878,608,1280,844,299,824
ENSMUSG00000081562,0,3,1,0,1,3,4,1,1,0
ENSMUSG00000082160,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103215,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000101188,844,311,274,641,628,662,751,473,256,344
ENSMUSG00000026012,0,3,3,0,2,1,1,3,1,3
ENSMUSG00000104069,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102549,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000026011,0,6,1,0,1,0,0,2,0,0
ENSMUSG00000081382,15,22,24,18,32,10,13,31,19,30
ENSMUSG00000080800,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026009,1,0,0,16,0,29,12,0,5,0
ENSMUSG00000082804,1,0,0,1,1,1,0,0,0,0
ENSMUSG00000082661,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000086009,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052062,371,128,160,123,120,177,137,202,332,132
ENSMUSG00000103656,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104402,0,0,0,0,3,0,0,3,3,0
ENSMUSG00000103002,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000085019,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102359,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000100750,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084333,4,1,3,3,5,2,4,1,1,4
ENSMUSG00000025969,4215,2026,1689,2537,1885,3118,3849,2350,1876,2262
ENSMUSG00000100811,1,0,0,0,0,1,3,0,0,0
ENSMUSG00000103032,5,5,8,2,5,4,16,6,4,3
ENSMUSG00000100426,0,0,0,1,0,1,0,0,0,0
ENSMUSG00000040865,1116,842,996,1008,1166,842,1148,1029,931,659
ENSMUSG00000084799,22,37,33,48,29,29,44,35,30,21
ENSMUSG00000101599,28,49,30,42,43,35,61,55,68,14
ENSMUSG00000025968,3413,1913,2214,3545,2333,3306,3046,3471,2041,1963
ENSMUSG00000077884,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025967,9299,8522,7913,10877,11227,10582,11360,13991,6403,11578
ENSMUSG00000064612,0,2,1,0,2,0,0,2,0,2
ENSMUSG00000064602,4,6,3,0,4,0,4,6,3,2
ENSMUSG00000081643,13,1,5,3,4,3,2,6,3,7
ENSMUSG00000025963,1,3,1,1,1,2,1,2,5,1
ENSMUSG00000025962,799,267,341,416,518,803,561,443,288,274
ENSMUSG00000025961,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000080817,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025959,474,692,544,954,682,515,885,675,751,442
ENSMUSG00000097272,0,1,1,0,0,0,2,0,0,0
ENSMUSG00000098487,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000086721,1,0,1,0,0,1,2,0,1,0
ENSMUSG00000025958,1465,885,846,904,963,971,1192,904,856,769
ENSMUSG00000025956,427,343,368,502,407,478,638,390,292,340
ENSMUSG00000101832,1,2,1,0,0,0,2,0,1,0
ENSMUSG00000087213,113,255,183,243,183,142,388,269,249,191
ENSMUSG00000070871,312,256,313,543,351,518,890,489,367,333
ENSMUSG00000045005,230,99,157,731,180,477,531,185,141,128
ENSMUSG00000102140,0,0,1,3,0,2,1,0,0,1
ENSMUSG00000051344,551,229,226,436,226,431,421,269,359,183
ENSMUSG00000084416,165,200,166,259,260,202,239,205,166,293
ENSMUSG00000025955,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000100774,2,2,0,2,1,0,1,0,2,2
ENSMUSG00000044429,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044816,0,1,1,1,1,0,1,0,3,0
ENSMUSG00000025950,1303,1300,1130,1706,1062,2225,2718,2188,945,1235
ENSMUSG00000025949,886,456,548,758,638,1042,1073,668,598,369
ENSMUSG00000025946,0,1,0,1,3,1,0,5,0,0
ENSMUSG00000100503,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082774,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081623,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015222,1986,642,1187,4686,933,671,942,1411,856,345
ENSMUSG00000088850,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073656,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065694,0,0,0,2,0,0,1,0,0,0
ENSMUSG00000055567,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000103375,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000026005,1317,684,786,1001,1020,1092,1186,980,743,808
ENSMUSG00000026004,498,473,384,432,357,457,407,516,486,353
ENSMUSG00000102559,11,3,2,2,6,3,0,3,0,2
ENSMUSG00000102374,3,1,4,4,3,5,7,3,2,4
ENSMUSG00000102776,5,5,1,8,3,1,5,1,5,1
ENSMUSG00000082057,1,1,0,1,1,0,0,0,2,1
ENSMUSG00000103706,0,1,7,0,4,5,4,4,2,0
ENSMUSG00000103756,12,7,8,7,14,8,16,20,3,5
ENSMUSG00000103382,2,0,0,2,0,0,0,1,0,0
ENSMUSG00000103553,0,2,1,2,1,3,4,2,3,0
ENSMUSG00000026003,3239,4260,3161,3012,4330,2682,4384,3521,3931,3828
ENSMUSG00000082769,15,21,9,18,30,13,14,14,12,21
ENSMUSG00000061816,0,0,1,0,0,0,1,0,7,0
ENSMUSG00000094191,1,3,3,3,2,0,4,10,2,5
ENSMUSG00000026000,1113,763,698,876,599,1355,1016,772,1210,628
ENSMUSG00000025991,0,0,0,0,1,0,0,2,1,0
ENSMUSG00000062209,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084332,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000101387,0,0,2,0,0,1,0,0,0,1
ENSMUSG00000025997,21,70,112,116,109,61,41,153,129,79
ENSMUSG00000100815,0,0,0,0,0,0,0,1,1,0
ENSMUSG00000099954,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000053153,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000101730,1,1,0,0,0,0,0,0,1,0
ENSMUSG00000104287,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000045648,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026196,583,310,336,665,387,484,477,390,297,259
ENSMUSG00000089965,1,0,0,3,5,2,2,0,0,3
ENSMUSG00000101551,0,0,0,1,0,0,1,3,0,0
ENSMUSG00000050296,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026192,5500,2001,2227,3894,5841,5498,6551,6231,1783,2599
ENSMUSG00000026193,29833,21070,21807,46493,24397,84894,36837,33718,20557,23319
ENSMUSG00000073652,13,20,21,22,8,18,17,12,40,11
ENSMUSG00000101834,1,1,1,1,3,0,1,4,3,2
ENSMUSG00000100319,1,1,2,0,0,0,2,1,0,0
ENSMUSG00000102689,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099707,2,5,3,2,5,4,1,9,0,7
ENSMUSG00000101211,0,2,1,4,0,10,3,2,1,0
ENSMUSG00000101848,0,0,0,1,2,3,0,1,3,3
ENSMUSG00000101764,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000059483,0,0,0,2,2,0,0,1,2,0
ENSMUSG00000101496,0,1,0,1,1,0,3,1,2,0
ENSMUSG00000102123,0,1,1,2,0,3,0,1,0,3
ENSMUSG00000039395,224,194,283,484,292,310,185,287,533,261
ENSMUSG00000094655,0,1,38,0,4,1,1,4,0,22
ENSMUSG00000097131,40,38,21,48,17,34,15,15,40,18
ENSMUSG00000094050,0,0,0,0,1,0,0,1,4,0
ENSMUSG00000093956,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093843,0,0,41,0,0,2,1,1,1,8
ENSMUSG00000026189,375,171,208,357,329,288,335,365,243,178
ENSMUSG00000026188,20,42,21,69,5,33,7,29,33,15
ENSMUSG00000026187,1268,1072,993,1151,1349,1549,1094,1535,1459,888
ENSMUSG00000039372,6,11,3,0,8,6,1,4,6,4
ENSMUSG00000085812,2,5,2,2,5,3,4,3,0,0
ENSMUSG00000039354,980,520,611,878,727,1130,806,765,582,578
ENSMUSG00000039342,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046330,5414,7650,5235,8375,6736,5945,9594,8976,7999,7308
ENSMUSG00000039323,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101968,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000100301,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098504,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055322,2855,2143,2947,2703,3408,3701,2651,3025,2194,2249
ENSMUSG00000061815,59,30,33,42,22,17,19,21,14,54
ENSMUSG00000026180,0,5,0,0,2,1,0,0,0,0
ENSMUSG00000048480,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006304,7185,4195,4647,7525,4267,5202,7003,4888,4834,4736
ENSMUSG00000064272,4,0,0,7,0,11,4,0,5,0
ENSMUSG00000006299,5684,4224,4105,6341,5313,6317,6054,5414,5212,4391
ENSMUSG00000101503,0,0,0,0,1,2,0,0,0,0
ENSMUSG00000026179,1450,1137,863,2202,662,1560,1277,1050,1554,999
ENSMUSG00000103013,2,3,3,6,5,4,6,4,5,5
ENSMUSG00000006301,2417,1615,2529,2733,1817,1968,3015,2089,1066,2041
ENSMUSG00000099931,1,1,2,5,2,4,7,2,2,3
ENSMUSG00000103403,1,0,2,0,0,0,1,0,2,0
ENSMUSG00000073650,45,47,13,48,17,76,13,18,91,24
ENSMUSG00000026177,4,18,9,4,5,4,3,2,8,17
ENSMUSG00000026176,4348,2196,2585,4827,2554,3876,4268,3206,2220,2250
ENSMUSG00000065468,0,1,0,2,0,1,0,1,2,1
ENSMUSG00000026175,2,1,1,17,2,6,5,0,5,2
ENSMUSG00000033364,1367,892,924,1060,846,1171,1094,982,987,672
ENSMUSG00000103227,0,2,2,1,7,1,1,3,1,0
ENSMUSG00000026174,2883,1558,1976,2635,2239,2789,2606,2451,1375,1744
ENSMUSG00000026173,0,0,5,5,0,1,4,4,0,0
ENSMUSG00000026135,1141,709,760,1042,896,1096,1103,888,903,515
ENSMUSG00000093155,0,0,0,0,0,0,1,1,0,1
ENSMUSG00000026172,511,544,391,598,533,684,541,542,489,410
ENSMUSG00000026171,1185,1577,1165,1676,1436,1536,1629,1683,1814,1046
ENSMUSG00000033276,286,217,141,271,202,314,273,200,254,151
ENSMUSG00000033257,2092,1410,1613,1015,2292,1643,1736,2060,1128,1098
ENSMUSG00000026170,109,201,63,50,136,34,36,98,169,69
ENSMUSG00000006542,24,57,23,10,23,21,4,25,47,14
ENSMUSG00000033227,0,356,18,5,30,9,2,3,0,108
ENSMUSG00000099472,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000026167,0,98,6,0,19,2,0,1,0,50
ENSMUSG00000090071,0,4,0,4,0,0,1,0,2,0
ENSMUSG00000006546,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047021,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006538,4,8,7,4,8,2,11,6,6,5
ENSMUSG00000103145,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026162,141,160,123,134,120,126,224,182,94,139
ENSMUSG00000026205,7,1,9,12,12,7,29,16,12,4
ENSMUSG00000033159,1353,1567,1449,1640,1503,1327,2106,1778,1122,1215
ENSMUSG00000049339,2781,1139,1716,1805,1209,2057,1905,1516,916,1414
ENSMUSG00000026197,1022,656,776,1091,548,678,1089,792,602,679
ENSMUSG00000026198,28,16,14,35,19,16,25,19,6,9
ENSMUSG00000033124,1028,300,579,666,477,673,624,546,237,414
ENSMUSG00000026199,548,602,493,501,481,637,558,581,547,528
ENSMUSG00000026200,373,633,349,594,390,561,454,553,506,291
ENSMUSG00000026201,2155,810,1032,1852,1270,1235,1577,1206,858,1073
ENSMUSG00000026202,3776,2048,2271,4272,2801,1843,6028,3970,1938,2913
ENSMUSG00000096094,0,2,1,3,1,0,3,0,0,0
ENSMUSG00000026203,1023,547,780,1222,725,860,1135,709,824,745
ENSMUSG00000026204,21,275,152,12,413,156,45,100,13,61
ENSMUSG00000101840,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000100556,0,1,0,0,0,0,0,0,0,1
ENSMUSG00000026209,1781,1353,1672,2176,1354,2251,2299,1867,1123,1468
ENSMUSG00000026208,121,88,89,367,74,280,158,55,482,44
ENSMUSG00000085653,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000026207,3706,2958,3076,4955,2942,4096,3567,2760,4002,2029
ENSMUSG00000086053,0,1,1,2,0,0,0,1,2,0
ENSMUSG00000033021,1783,1541,1661,2234,1479,1997,1947,1647,1311,1693
ENSMUSG00000033007,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102605,1,0,0,0,0,1,1,0,0,0
ENSMUSG00000032997,1905,1317,1342,1722,1682,1622,2594,1510,1053,1393
ENSMUSG00000026211,9,1930,2350,704,2670,1241,642,1860,547,2421
ENSMUSG00000051703,58,26,20,38,38,36,69,27,47,9
ENSMUSG00000032968,0,66,82,29,63,45,26,44,21,37
ENSMUSG00000026213,1099,869,862,920,807,1130,1019,876,891,580
ENSMUSG00000006576,549,853,743,881,695,1092,820,746,1291,374
ENSMUSG00000082012,0,0,0,1,1,1,3,1,0,0
ENSMUSG00000026235,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004872,0,3,28,0,0,0,66,161,0,0
ENSMUSG00000032908,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000026245,2046,898,988,1868,1745,1956,2163,2119,883,1121
ENSMUSG00000104018,2,3,3,2,4,6,8,4,3,1
ENSMUSG00000090486,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000012187,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000032883,1059,1245,1068,2145,1000,1712,1815,1726,1058,1453
ENSMUSG00000079470,177,89,83,291,135,338,244,154,180,92
ENSMUSG00000099377,4,0,1,3,2,1,3,1,2,3
ENSMUSG00000047330,0,0,0,0,0,1,2,0,0,1
ENSMUSG00000072978,0,0,0,4,0,1,0,0,0,0
ENSMUSG00000050711,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000054702,72,86,72,75,146,116,30,95,127,75
ENSMUSG00000102235,0,1,1,0,1,3,0,1,1,0
ENSMUSG00000073643,1276,1225,1216,1753,1236,1359,2037,1552,1878,944
ENSMUSG00000104497,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026248,653,645,461,763,779,705,1008,789,623,569
ENSMUSG00000026249,0,0,3,0,3,1,0,2,0,1
ENSMUSG00000067106,13,0,1,2,8,4,14,5,0,3
ENSMUSG00000100397,1,0,0,0,0,0,0,2,0,0
ENSMUSG00000096297,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043230,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004364,3898,2981,2546,3903,2516,3511,3742,4332,2634,2429
ENSMUSG00000103076,1,9,12,8,9,6,7,5,3,3
ENSMUSG00000103525,1,1,0,0,0,0,0,1,2,0
ENSMUSG00000101722,0,0,0,0,0,0,0,1,0,1
ENSMUSG00000090637,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000038608,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099949,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000087008,5,2,6,3,1,2,4,7,6,9
ENSMUSG00000100561,0,1,0,2,1,0,1,1,0,0
ENSMUSG00000055980,113,236,155,500,396,289,482,605,135,289
ENSMUSG00000022591,0,6,0,1,0,0,0,0,0,0
ENSMUSG00000026142,1626,683,795,1083,899,1339,916,1002,889,706
ENSMUSG00000104493,1,5,4,1,0,4,3,2,5,0
ENSMUSG00000100786,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067158,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000079465,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000097564,6,2,1,4,6,8,7,8,3,4
ENSMUSG00000026150,1793,921,1030,1200,1140,1520,1539,1323,812,1132
ENSMUSG00000101450,2,0,5,8,6,11,12,7,0,3
ENSMUSG00000100170,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100744,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026159,2322,1373,1880,1980,2487,2241,2567,1769,1157,1510
ENSMUSG00000101784,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000038496,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000100432,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026166,0,0,3,0,2,0,0,0,0,1
ENSMUSG00000101173,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053161,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101896,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079140,8,7,3,5,6,6,6,3,5,3
ENSMUSG00000045658,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036766,0,1,1,0,0,0,2,0,0,1
ENSMUSG00000104396,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026219,6927,3052,4010,4779,5067,6090,4596,4792,3545,3077
ENSMUSG00000103505,0,1,2,0,0,0,1,0,2,0
ENSMUSG00000104503,2,3,2,1,6,3,5,5,8,1
ENSMUSG00000073633,249,170,88,443,122,332,159,133,360,99
ENSMUSG00000096802,0,0,4,0,14,1,1,0,0,9
ENSMUSG00000099693,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000052477,0,2,9,0,18,2,2,0,0,5
ENSMUSG00000064281,36,35,16,23,51,23,36,38,30,21
ENSMUSG00000061852,0,0,1,0,8,0,0,0,0,2
ENSMUSG00000089844,0,0,0,0,1,0,2,0,1,2
ENSMUSG00000072109,0,0,1,0,0,0,1,0,0,5
ENSMUSG00000089763,0,0,0,0,4,0,0,0,0,1
ENSMUSG00000089716,0,1,0,0,0,0,0,0,0,1
ENSMUSG00000079457,0,0,4,0,8,0,1,0,0,8
ENSMUSG00000079455,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000091199,0,0,17,0,55,1,6,1,0,12
ENSMUSG00000089652,0,0,0,0,6,0,0,1,0,0
ENSMUSG00000089937,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000096292,0,0,1,0,5,0,0,0,0,0
ENSMUSG00000101751,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089714,3,1,0,6,9,1,1,1,1,3
ENSMUSG00000090186,0,0,3,0,4,0,0,0,0,4
ENSMUSG00000070034,0,0,7,1,14,0,0,1,0,16
ENSMUSG00000090103,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070031,0,12,92,22,55,83,11,2,126,34
ENSMUSG00000073628,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000090246,1,1,1,1,2,4,0,0,1,1
ENSMUSG00000026222,0,119,865,9,1670,145,371,65,119,929
ENSMUSG00000052760,1,0,1,1,0,4,0,4,17,0
ENSMUSG00000036707,2590,1462,1516,1991,1806,2097,2339,2158,1362,1549
ENSMUSG00000026223,1430,1299,1600,1951,1988,2364,1699,1664,939,2021
ENSMUSG00000026224,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000049608,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000099342,5,1,1,0,2,0,1,0,1,0
ENSMUSG00000026227,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000026229,8095,2336,3401,5841,5345,5126,6538,5754,2490,3401
ENSMUSG00000077274,0,0,0,0,3,0,0,0,1,0
ENSMUSG00000026228,0,0,0,0,0,0,1,2,0,1
ENSMUSG00000103272,3,1,2,1,5,1,5,5,2,1
ENSMUSG00000062590,682,502,418,562,360,820,796,518,466,412
ENSMUSG00000079445,1,0,0,4,0,6,3,0,1,0
ENSMUSG00000091806,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026234,27719,14870,13840,20884,33242,26817,37784,38088,15646,15753
ENSMUSG00000064823,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000073627,12,34,24,21,23,28,37,27,16,16
ENSMUSG00000026237,10,7,2,11,2,1,0,5,5,5
ENSMUSG00000101328,0,0,0,1,0,0,0,1,1,1
ENSMUSG00000026238,17232,20338,19028,32528,23519,25620,26203,23238,23528,18982
ENSMUSG00000026239,1641,1709,1553,2336,938,1170,1804,1420,1526,1423
ENSMUSG00000026240,1131,498,522,821,748,960,798,699,538,531
ENSMUSG00000103609,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000026241,0,0,0,0,2,0,0,1,0,0
ENSMUSG00000053333,581,360,336,582,455,556,712,505,460,370
ENSMUSG00000100768,1,1,0,0,1,0,0,0,0,0
ENSMUSG00000104121,0,2,0,0,0,0,0,1,2,0
ENSMUSG00000102383,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000104400,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102293,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102649,1,7,2,3,4,0,6,4,12,0
ENSMUSG00000084106,151,104,108,169,190,116,170,157,126,145
ENSMUSG00000102571,1,5,0,2,0,0,2,1,5,0
ENSMUSG00000102956,1,0,0,0,0,1,0,0,1,0
ENSMUSG00000103984,0,2,3,6,1,4,4,7,2,3
ENSMUSG00000101940,0,2,1,0,1,0,1,0,4,0
ENSMUSG00000026246,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079440,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036500,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000099839,0,0,0,0,0,0,0,0,0,0
