"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Grsf1.10",3.23379634591773e-11,-0.820581883735046,0.716,0.808,8.27269781212675e-07,"somitic mesoderm","Grsf1"
"Gsr",2.2325531357105e-08,-0.471219220600666,0.78,0.928,0.000571131743177459,"amnion","Gsr"
"Gsr.1",1.43477540542986e-15,0.259873623697044,0.983,0.92,3.67044244217066e-11,"neural tube","Gsr"
"Gsr.2",1.88924302116434e-06,-0.2716976071798,0.876,0.927,0.048330614967426,"neural crest","Gsr"
"Gsr.3",1.53601621004795e-20,0.312076754503247,0.966,0.92,3.92943666854466e-16,"placodes","Gsr"
"Gsr.4",1.08054148760658e-15,-0.406238467803704,0.832,0.93,2.76424123359515e-11,"pharyngeal mesoderm","Gsr"
"Gsr.5",3.80401165925619e-15,0.477930041570195,0.975,0.923,9.73142262670918e-11,"foregut","Gsr"
"Gsr.7",2.54054270701272e-10,-0.312444242190622,0.894,0.927,6.49921635307995e-06,"somitic mesoderm","Gsr"
"Gstk1",1.48999764051604e-16,0.525417710695349,0.424,0.17,3.81171196396814e-12,"endothelial","Gstk1"
"Guf1",3.60159959778739e-08,-0.280593539743257,0.324,0.478,0.00092136120910597,"cardiac","Guf1"
"Guk1",6.75465549720026e-20,-0.356362965257571,0.986,0.997,1.72797596929377e-15,"cardiac","Guk1"
"Guk1.1",8.2590531947696e-10,-0.334059521255922,0.986,0.997,2.11283098828596e-05,"endothelial","Guk1"
"Guk1.2",1.18194090917467e-10,0.459249133129751,1,0.996,3.02364123385064e-06,"mid hindgut","Guk1"
"H2-Ke6.1",2.78839551418126e-32,0.430655333341409,0.51,0.254,7.13327340437851e-28,"neural tube","H2-Ke6"
"H2-Ke6.2",1.5934577181908e-26,0.366025229147464,0.46,0.254,4.07638353467569e-22,"mid hindbrain","H2-Ke6"
"H2-Ke6.4",5.32917744283239e-13,-0.261190806716419,0.137,0.29,1.36331017342538e-08,"placodes","H2-Ke6"
"H2-Ke6.5",1.16231249264946e-16,0.292563340003444,0.444,0.26,2.97342781869586e-12,"forebrain","H2-Ke6"
"H2-Ke6.6",2.26156878026139e-09,-0.273674193724954,0.122,0.284,5.78554525366469e-05,"cardiac","H2-Ke6"
"Hadh",1.53622958865439e-12,0.46606931363586,1,0.956,3.92998253369567e-08,"amnion","Hadh"
"Hadh.1",1.80347047714017e-24,-0.541996475556972,0.862,0.962,4.61363817461997e-20,"neural crest","Hadh"
"Hadh.2",6.67806339934171e-14,0.302042535466603,0.966,0.957,1.7083821788196e-09,"presomitic mesoderm","Hadh"
"Hadh.3",2.92875051670252e-14,0.34584488520803,0.989,0.955,7.49232957182838e-10,"cardiac","Hadh"
"Hadh.4",7.13815355445614e-15,-0.505403707093233,0.835,0.961,1.82608244230097e-10,"endothelial","Hadh"
"Hadhb",1.58139463971953e-13,0.541459057695335,0.77,0.486,4.04552376733051e-09,"amnion","Hadhb"
"Hadhb.1",1.90699768958691e-16,-0.33441184021161,0.335,0.509,4.87848148950123e-12,"mid hindbrain","Hadhb"
"Hadhb.2",1.68423121717447e-10,-0.296350884549719,0.36,0.503,4.30860029977572e-06,"forebrain","Hadhb"
"Hadhb.3",4.48303852069584e-07,0.39087795955895,0.717,0.487,0.0114685091436441,"extraembryonic mesoderm","Hadhb"
"Hadhb.4",1.26453033202729e-21,0.490872822450535,0.701,0.479,3.23492149539221e-17,"cardiac","Hadhb"
"Hadhb.5",1.23514487422028e-10,0.447193549758964,0.719,0.485,3.15974761723031e-06,"endothelial","Hadhb"
"Hagh",9.05610996494292e-07,-0.403219680788911,0.23,0.469,0.023167340512317,"amnion","Hagh"
"Hagh.1",7.1205218094178e-15,0.290526163152855,0.629,0.45,1.82157188928526e-10,"neural tube","Hagh"
"Hccs.2",1.2465462431111e-13,0.400774121696451,0.727,0.562,3.18891459912682e-09,"cardiac","Hccs"
"Hebp1",6.83109140172225e-23,0.50050007849102,0.324,0.085,1.74752980238859e-18,"endothelial","Hebp1"
"Hibadh",5.55578214603177e-16,0.312552652107316,0.823,0.719,1.42128018859785e-11,"neural tube","Hibadh"
"Hibadh.2",3.4536019053891e-08,-0.356934073591183,0.518,0.734,0.000883500439436639,"endothelial","Hibadh"
"Higd1a.1",1.07580492052655e-29,-0.34909412603275,0.998,0.998,2.75212414769101e-25,"mixed mesoderm","Higd1a"
"Higd1a.2",9.72988340392979e-42,0.341189743669168,1,0.998,2.48909877239332e-37,"mid hindbrain","Higd1a"
"Higd1a.4",4.60920923369953e-52,0.599089265961398,1,0.998,1.17912790616501e-47,"pharyngeal mesoderm","Higd1a"
"Higd1a.6",4.12418290538586e-15,0.432834127408655,0.996,0.998,1.05504847085581e-10,"cardiac","Higd1a"
"Higd1a.7",9.6480801625947e-17,-0.366056208567315,1,0.998,2.46817186719498e-12,"somitic mesoderm","Higd1a"
"Higd1a.8",2.27121162784311e-21,-0.839999129800951,0.963,0.999,5.81021358634824e-17,"mid hindgut","Higd1a"
"Hint1",4.20220785671421e-16,0.281858317154944,1,1,1.07500881390463e-11,"amnion","Hint1"
"Hint1.1",2.70807053125808e-24,-0.363626283770961,1,1,6.92778603306443e-20,"foregut","Hint1"
"Hint1.2",2.25276781517988e-22,0.391258426076414,1,1,5.76303062479317e-18,"extraembryonic mesoderm","Hint1"
"Hint1.3",1.07352491631088e-23,0.259107334230119,1,1,2.7462914409065e-19,"cardiac","Hint1"
"Hint2.1",1.67088125816895e-10,0.720920726463454,0.899,0.719,4.27444843464781e-06,"notochord","Hint2"
"Hint2.2",2.22029850067668e-09,0.405899117810961,0.86,0.717,5.67996762443109e-05,"foregut","Hint2"
"Hint2.3",4.88464414943e-09,-0.421003892283835,0.532,0.727,0.000124958966630718,"endothelial","Hint2"
"Hint2.4",7.02775959803605e-12,0.620042406624207,0.854,0.719,1.79784146036958e-07,"mid hindgut","Hint2"
"Hmgcl.1",1.04402839209818e-11,-0.337437180083853,0.424,0.611,2.67083343266557e-07,"cardiac","Hmgcl"
"Hsd17b10",5.60895497103468e-12,-0.273319611210948,1,0.998,1.43488286069009e-07,"neural crest","Hsd17b10"
"Hsd17b10.2",2.70009591025201e-16,-0.255062675200528,0.99,0.998,6.90738535760668e-12,"forebrain","Hsd17b10"
"Hsd17b10.3",2.39880976873133e-13,-0.271635390228457,0.996,0.998,6.13663515036849e-09,"cardiac","Hsd17b10"
"Hsd17b10.4",5.84807112778443e-22,0.317512350943656,1,0.998,1.49605355590981e-17,"somitic mesoderm","Hsd17b10"
"Hsd17b10.5",2.74246210940909e-10,-0.334658911493506,0.993,0.998,7.01576656829034e-06,"endothelial","Hsd17b10"
"Hsd17b10.6",7.24087014550814e-08,0.34169414121629,1,0.998,0.00185235940062389,"mid hindgut","Hsd17b10"
"Hspa9.1",2.11227883710447e-11,-0.329439758009625,1,0.996,5.40363172108066e-07,"foregut","Hspa9"
"Hspd1",1.64011910769045e-30,-0.92626087777771,1,1,4.19575270129372e-26,"notochord","Hspd1"
"Hspd1.1",4.75024570780751e-19,-0.352844948286046,1,1,1.21520785697132e-14,"foregut","Hspd1"
"Hspd1.2",1.69770081326728e-37,-0.435253522406851,1,1,4.34305822050035e-33,"cardiac","Hspd1"
"Hspd1.3",1.83999692720883e-24,-0.465939058015332,1,1,4.70708013918563e-20,"endothelial","Hspd1"
"Hspe1",2.36092552151349e-23,-0.565981331921798,1,1,6.03971966913581e-19,"notochord","Hspe1"
"Hspe1.1",3.7185140327059e-22,-0.288945361225608,1,1,9.51270259846822e-18,"foregut","Hspe1"
"Hspe1.2",4.45335441327947e-48,-0.425095120291344,1,1,1.13925712600515e-43,"cardiac","Hspe1"
"Hspe1.3",1.15658750239788e-28,-0.43716958747738,1,1,2.95878214863426e-24,"endothelial","Hspe1"
"Htra2",3.19617338535889e-18,0.698374395158318,0.9,0.694,8.17645075442512e-14,"amnion","Htra2"
"Htra2.1",3.03327545313114e-09,-0.413306814378109,0.51,0.704,7.75972526420009e-05,"foregut","Htra2"
"Idh2",4.99772598736581e-20,0.26750899625303,0.998,0.992,1.27851826208792e-15,"neural tube","Idh2"
"Idh2.1",5.73583985291777e-27,-0.32486022160522,0.989,0.993,1.46734255117342e-22,"mixed mesoderm","Idh2"
"Idh2.2",8.09849052852015e-27,-0.537699531512631,0.964,0.994,2.07175584700602e-22,"neural crest","Idh2"
"Idh2.3",1.88076525237513e-13,-0.278310720411628,0.99,0.993,4.81137366862605e-09,"forebrain","Idh2"
"Idh2.4",5.38924520583169e-29,0.444934540358749,0.996,0.992,1.37867670855586e-24,"pharyngeal mesoderm","Idh2"
"Idh2.5",9.05365002536459e-07,-0.379243043721502,0.98,0.993,0.0231610474948877,"extraembryonic mesoderm","Idh2"
"Idh2.6",3.28658268250178e-50,0.697713084636322,0.996,0.992,8.40773581837606e-46,"cardiac","Idh2"
"Idh3a",7.71097534221715e-08,0.263507504336998,0.893,0.825,0.00197262171204599,"neural crest","Idh3a"
"Idh3a.2",7.92612902205699e-10,0.4873338565597,0.909,0.826,2.02766232642262e-05,"extraembryonic mesoderm","Idh3a"
"Idh3a.3",2.64121965544269e-11,-0.333751389531665,0.695,0.836,6.75676812255348e-07,"somitic mesoderm","Idh3a"
"Idi1",8.06177615984769e-54,0.677511447235918,0.892,0.681,2.06236357721224e-49,"mesoderm progenitors","Idi1"
"Idi1.1",2.65347025506947e-62,0.886729344136137,0.925,0.682,6.78810760651871e-58,"neural tube","Idi1"
"Idi1.2",1.31533534581539e-18,-0.448899315348958,0.622,0.714,3.36489088166494e-14,"mixed mesoderm","Idi1"
"Idi1.4",7.86803328170143e-11,-0.724813432052033,0.414,0.708,2.01280027412486e-06,"extraembryonic mesoderm","Idi1"
"Idi1.6",1.04884168616619e-16,-0.549477359068885,0.496,0.715,2.68314680155035e-12,"somitic mesoderm","Idi1"
"Immp1l.1",6.65951213193713e-39,0.449090204148862,0.988,0.945,1.70363639359216e-34,"neural tube","Immp1l"
"Immp1l.2",8.3546362779084e-20,0.310923235318392,0.966,0.947,2.13728305261453e-15,"forebrain","Immp1l"
"Immp1l.3",1.27114660928024e-06,-0.278442410078964,0.924,0.949,0.032518472558607,"foregut","Immp1l"
"Immp1l.4",3.66432191846008e-08,-0.41170723730184,0.899,0.949,0.000937406833180458,"extraembryonic mesoderm","Immp1l"
"Isca2.1",1.66339329141115e-10,0.287469801507056,0.827,0.733,4.255292718088e-06,"cardiac","Isca2"
"Iscu",9.49942761110714e-08,-0.309513902781141,0.828,0.91,0.00243014357147343,"foregut","Iscu"
"Kars.2",6.69891705626341e-09,-0.259873019692666,0.835,0.912,0.000171371696133331,"cardiac","Kars"
"Kars.3",1.70099784265671e-07,-0.448872574259752,0.866,0.908,0.0043514926810844,"mid hindgut","Kars"
"Lap3",2.51799682946711e-13,-0.602882357583134,0.986,0.997,6.44153948914277e-09,"notochord","Lap3"
"Ldhb",2.21164978523853e-08,-0.709311912583566,0.62,0.827,0.00056578424805972,"amnion","Ldhb"
"Ldhb.1",3.70312458092877e-36,0.496104212624424,0.963,0.808,9.47333330293199e-32,"mesoderm progenitors","Ldhb"
"Ldhb.2",2.64219638211131e-64,0.965692996343855,0.96,0.81,6.75926678471715e-60,"neural tube","Ldhb"
"Ldhb.3",3.61193189777961e-12,-0.447498201478305,0.781,0.829,9.2400441808998e-08,"mixed mesoderm","Ldhb"
"Ldhb.4",1.46925164387957e-06,-0.375020700329987,0.811,0.824,0.0375863955537272,"mid hindbrain","Ldhb"
"Ldhb.5",1.85500181467705e-40,-1.0853353991401,0.579,0.837,4.74546564230682e-36,"pharyngeal mesoderm","Ldhb"
"Ldhb.7",1.62404451298123e-07,-0.76913376416812,0.727,0.825,0.00415463067310857,"extraembryonic mesoderm","Ldhb"
"Ldhb.9",4.7416399547325e-26,-0.87365370866059,0.681,0.831,1.21300633321967e-21,"somitic mesoderm","Ldhb"
"Ldhb.10",1.65969443616969e-37,-1.43891175002138,0.36,0.836,4.2458303066093e-33,"endothelial","Ldhb"
"Ldhb.11",9.5277613612522e-40,1.69406554654167,1,0.82,2.43739191143554e-35,"mid hindgut","Ldhb"
"Letm1.1",1.51209545761763e-09,-0.317911978228594,0.504,0.666,3.86824259967742e-05,"pharyngeal mesoderm","Letm1"
"Letm1.2",4.23204926574056e-08,-0.263074822692218,0.504,0.666,0.00108264284316175,"cardiac","Letm1"
"Lipt2",5.84334456062102e-30,0.844729168645687,0.719,0.331,1.49484440549807e-25,"endothelial","Lipt2"
"Lonp1",3.96639859104845e-07,-0.40802905719949,0.77,0.859,0.0101468408756201,"amnion","Lonp1"
"Lyplal1.2",1.4933680242159e-12,0.346859015266332,0.633,0.468,3.82033407954911e-08,"cardiac","Lyplal1"
"Lyrm1",8.18742766825847e-21,0.269843632767037,0.336,0.157,2.09450774609388e-16,"neural tube","Lyrm1"
"Lyrm2",1.81872527173683e-07,0.301271105976962,0.662,0.57,0.00465266299015715,"cardiac","Lyrm2"
"Maoa",9.17100303156811e-09,0.263392107218277,0.713,0.572,0.000234612599553575,"presomitic mesoderm","Maoa"
"Maoa.1",6.76447977468503e-07,-0.320782461759743,0.401,0.586,0.0173048921595993,"foregut","Maoa"
"Mccc2",2.78987085370948e-16,0.326695977263129,0.661,0.505,7.13704761795959e-12,"placodes","Mccc2"
"Mcee.1",1.41932965634511e-07,-0.339685563824761,0.489,0.697,0.00363092912686207,"endothelial","Mcee"
"Mcl1.1",1.09681113323107e-06,0.271048584554558,1,0.983,0.0280586224103172,"extraembryonic mesoderm","Mcl1"
"Mcl1.2",5.53583420506343e-40,0.764083995716665,1,0.983,1.41617710633933e-35,"endothelial","Mcl1"
"Mcrip2",8.14596975786228e-15,0.307797693047446,0.602,0.449,2.08390198345633e-10,"mesoderm progenitors","Mcrip2"
"Mcrip2.1",3.23819782234003e-12,0.262495141488934,0.622,0.45,8.28395766911026e-08,"neural tube","Mcrip2"
"Mcrip2.3",4.24303813357634e-18,-0.51806621314482,0.24,0.479,1.0854540153315e-13,"presomitic mesoderm","Mcrip2"
"Mcrip2.4",1.72125972960577e-09,0.458454084264004,0.737,0.459,4.40332664027749e-05,"extraembryonic mesoderm","Mcrip2"
"Mcrip2.5",3.64644564455396e-07,-0.300565841954094,0.326,0.473,0.00932833724789794,"somitic mesoderm","Mcrip2"
"Mcub",4.08532985878088e-30,0.348078051009253,0.227,0.055,1.04510908447333e-25,"cardiac","Mcub"
"Mdh2.1",2.37045976767278e-15,-0.29517714527185,1,1,6.06411017766051e-11,"foregut","Mdh2"
"Mdh2.2",1.85422891096123e-20,0.256175872954931,1,1,4.74348840002101e-16,"cardiac","Mdh2"
"Me2.1",1.42504757577047e-11,-0.33312581283469,0.592,0.76,3.64555670833601e-07,"somitic mesoderm","Me2"
"Mecr.1",1.66303539398216e-06,0.261663107838948,0.695,0.596,0.0425437714488515,"somitic mesoderm","Mecr"
"Mettl8",4.94215547124299e-09,-0.334925516111021,0.14,0.372,0.000126430221265338,"foregut","Mettl8"
"Mff",1.24199926719512e-11,0.296828543821151,0.95,0.92,3.17728252533856e-07,"cardiac","Mff"
"Mgarp.1",1.42987313070494e-10,-0.332549408855415,0.236,0.368,3.65790144296938e-06,"placodes","Mgarp"
"Mgarp.4",2.56872355129526e-89,1.2565369249014,0.781,0.33,6.57130858892352e-85,"cardiac","Mgarp"
"Mgarp.5",2.75218389736949e-09,-0.477330190446448,0.122,0.362,7.04063684625062e-05,"endothelial","Mgarp"
"Mgarp.6",1.73873158404713e-07,-0.516762621194202,0.073,0.36,0.00444802313830937,"mid hindgut","Mgarp"
"Mgme1.1",6.43738321260909e-12,0.275606184969461,0.647,0.506,1.64681137344966e-07,"forebrain","Mgme1"
"Mgme1.2",1.10197734625289e-07,-0.264824658076937,0.371,0.527,0.00281907844718415,"pharyngeal mesoderm","Mgme1"
"Mgme1.4",5.30099697330597e-16,-0.386695320770853,0.277,0.533,1.35610104571113e-11,"cardiac","Mgme1"
"Mgst1",1.68880352804166e-10,-0.750805572273366,0.12,0.448,4.32029718543617e-06,"amnion","Mgst1"
"Mgst1.1",5.65067574509376e-145,1.33478162139688,0.855,0.396,1.44555586910989e-140,"mesoderm progenitors","Mgst1"
"Mgst1.2",2.46083446329008e-14,-0.475743242776043,0.329,0.458,6.29530672398869e-10,"mixed mesoderm","Mgst1"
"Mgst1.3",4.58431083105757e-14,-0.619722178771227,0.209,0.452,1.17275839680115e-09,"neural crest","Mgst1"
"Mgst1.5",6.71882319669682e-20,1.33798933177549,0.812,0.436,1.71880935017898e-15,"notochord","Mgst1"
"Mgst1.6",5.13430955739019e-25,0.620811030211461,0.686,0.425,1.31345907097156e-20,"presomitic mesoderm","Mgst1"
"Mgst1.8",1.88925582177365e-17,-0.653592258128646,0.207,0.455,4.83309424326134e-13,"pharyngeal mesoderm","Mgst1"
"Mgst1.9",3.67618740270133e-10,-0.772977091359732,0.131,0.447,9.40442261359055e-06,"extraembryonic mesoderm","Mgst1"
"Mgst1.10",3.36316585259353e-16,-0.659178190334371,0.223,0.454,8.60365088410477e-12,"cardiac","Mgst1"
"Mgst1.11",1.13186860326797e-08,-0.538050715565769,0.309,0.449,0.000289554626088012,"somitic mesoderm","Mgst1"
"Mgst1.12",8.24310154574152e-09,-0.564231614538453,0.209,0.448,0.00021087502374316,"endothelial","Mgst1"
"Mgst1.13",1.04775264912602e-09,0.636808498369529,0.695,0.437,2.68036082699419e-05,"mid hindgut","Mgst1"
"Mgst3",3.96082403287883e-10,-0.284401110270779,0.312,0.424,1.01325800409106e-05,"mixed mesoderm","Mgst3"
"Mgst3.1",7.79120005102517e-29,1.4201820846306,0.899,0.402,1.99314479705326e-24,"notochord","Mgst3"
"Mgst3.2",3.87177353362093e-11,0.565576519475668,0.624,0.402,9.90477105370907e-07,"foregut","Mgst3"
"Mgst3.5",6.63044820030364e-11,1.23128430877851,0.659,0.405,1.69620125860168e-06,"mid hindgut","Mgst3"
"Micos10",1.14829031143327e-16,-0.25582258482482,0.983,0.994,2.93755627470859e-12,"placodes","Micos10"
"Micos10.1",1.08113308150571e-17,0.385939280014053,0.993,0.993,2.7657546491079e-13,"cardiac","Micos10"
"Micu2",1.00091628051043e-10,0.295508634796048,0.625,0.455,2.56054402880177e-06,"presomitic mesoderm","Micu2"
"Mmadhc",1.64293897119289e-08,0.495008643412288,0.89,0.761,0.000420296647610564,"amnion","Mmadhc"
"Mmadhc.1",7.78507883968033e-10,0.446291328435261,0.909,0.761,1.99157886876702e-05,"extraembryonic mesoderm","Mmadhc"
"Mocs1",1.03136590374827e-46,0.356965048818347,0.366,0.143,2.63844025496882e-42,"mixed mesoderm","Mocs1"
"Mpc1",4.94893366345368e-16,-0.277246024332667,0.118,0.287,1.26603620978472e-11,"placodes","Mpc1"
"Mpc2",8.67099043237672e-09,0.464668267003444,0.78,0.565,0.000221821277241061,"amnion","Mpc2"
"Mpc2.2",9.98614566767813e-15,-0.371032672959873,0.407,0.584,2.55465578470542e-10,"forebrain","Mpc2"
"Mpc2.4",3.24958399559863e-24,0.655885211509697,0.737,0.559,8.31308577754042e-20,"cardiac","Mpc2"
"Mpc2.5",6.91295993653227e-16,0.579978787348242,0.827,0.562,1.76847341096368e-11,"endothelial","Mpc2"
"Mpst",1.99233235455618e-07,-0.50045233695861,0.35,0.577,0.00509678462942561,"amnion","Mpst"
"Mpst.1",8.19510283292962e-10,0.29367631864076,0.651,0.564,2.09647120672006e-05,"mid hindbrain","Mpst"
"Mpst.2",7.67572842572324e-19,0.39535778545381,0.723,0.559,1.96360484586852e-14,"forebrain","Mpst"
"Mpst.3",2.42586838126811e-07,-0.506125202793828,0.354,0.577,0.00620585649296007,"extraembryonic mesoderm","Mpst"
"Mpst.4",1.49548699859483e-06,-0.287452400796334,0.464,0.579,0.0382575483980529,"cardiac","Mpst"
"Mpst.5",1.47747455495471e-17,-0.668209928778515,0.209,0.583,3.77967540648514e-13,"endothelial","Mpst"
"Mpv17l2",2.6452427995552e-07,-0.283605632799435,0.086,0.287,0.00676706012982211,"endothelial","Mpv17l2"
"Mrpl11",5.1974117113402e-10,-0.254117135848724,1,1,1.32960186399505e-05,"endothelial","Mrpl11"
"Mrpl12",9.98167540328492e-17,-0.555635834827125,1,1,2.55351220166835e-12,"notochord","Mrpl12"
"Mrpl12.1",3.28606746674305e-21,-0.380848209457705,1,1,8.40641779342208e-17,"foregut","Mrpl12"
"Mrpl12.2",1.97940014639095e-11,0.289346705422713,1,1,5.06370145449732e-07,"extraembryonic mesoderm","Mrpl12"
"Mrpl13",5.55443198084492e-07,-0.303616561288985,0.99,0.995,0.0142093478933975,"amnion","Mrpl13"
"Mrpl13.1",2.72291587248684e-14,-0.272652018136188,0.971,0.996,6.96576338499583e-10,"cardiac","Mrpl13"
"Mrpl13.2",3.42020923563852e-08,-0.279087684289706,0.986,0.995,0.000874957926661047,"endothelial","Mrpl13"
"Mrpl14",2.51533190491039e-07,0.332442804286373,0.99,0.967,0.00643472207914175,"amnion","Mrpl14"
"Mrpl14.1",3.15442405004737e-14,-0.358131950108726,0.933,0.969,8.06964760483117e-10,"neural crest","Mrpl14"
"Mrpl14.2",2.16909748990114e-12,-0.253174056397737,0.961,0.968,5.54898519866509e-08,"forebrain","Mrpl14"
"Mrpl15.1",4.05392663245379e-22,-0.353299366037382,0.986,0.999,1.03707551111433e-17,"cardiac","Mrpl15"
"Mrpl16",3.90378193913111e-07,-0.296508621606318,0.809,0.88,0.00998665495668521,"foregut","Mrpl16"
"Mrpl17",3.83878272321186e-10,-0.265611324563179,1,0.999,9.82037396252057e-06,"foregut","Mrpl17"
"Mrpl17.1",3.0850843499562e-14,-0.260989329571133,0.996,1,7.89226278405794e-10,"cardiac","Mrpl17"
"Mrpl17.2",5.71867968477693e-34,0.610016125308723,1,0.999,1.46295263695963e-29,"endothelial","Mrpl17"
"Mrpl18.1",5.14035716342202e-17,-0.399724753610183,1,1,1.31500616954662e-12,"endothelial","Mrpl18"
"Mrpl18.2",6.25888426908951e-08,-0.351183228187494,0.988,1,0.00160114777371848,"mid hindgut","Mrpl18"
"Mrpl19.2",1.84314981486468e-10,0.42750172051674,0.98,0.915,4.71514585638681e-06,"extraembryonic mesoderm","Mrpl19"
"Mrpl20.1",1.71014330551902e-13,-0.303712363418838,1,1,4.37488860417875e-09,"foregut","Mrpl20"
"Mrpl20.2",8.19697796423564e-07,0.265036412089866,1,1,0.0209695090281076,"extraembryonic mesoderm","Mrpl20"
"Mrpl21",3.28813143588876e-12,-0.342350813570987,1,0.998,8.41169783929062e-08,"endothelial","Mrpl21"
"Mrpl24",6.5487856935245e-13,0.43949649849643,0.986,0.949,1.67531035611744e-08,"endothelial","Mrpl24"
"Mrpl28",1.07512360026336e-22,-0.488162377574699,0.993,1,2.75038119419374e-18,"endothelial","Mrpl28"
"Mrpl30",8.80498693062477e-17,-0.252879543132432,0.99,0.997,2.25249175659243e-12,"forebrain","Mrpl30"
"Mrpl33",7.49107340537981e-09,0.300548249883668,1,0.987,0.000191636639856426,"amnion","Mrpl33"
"Mrpl34.1",1.52767310732799e-11,-0.270766851840318,0.963,0.977,3.90809334316647e-07,"presomitic mesoderm","Mrpl34"
"Mrpl34.2",2.77473205442124e-13,0.292982053890293,1,0.974,7.09831954162041e-09,"cardiac","Mrpl34"
"Mrpl36",9.60127688530094e-08,-0.34168371297544,0.921,0.976,0.00245619865279769,"endothelial","Mrpl36"
"Mrpl37",7.37209857228433e-08,0.256871427688149,0.818,0.73,0.00188593025676178,"presomitic mesoderm","Mrpl37"
"Mrpl37.1",9.30533724482935e-07,-0.250767751079941,0.636,0.741,0.0238049137397225,"pharyngeal mesoderm","Mrpl37"
"Mrpl37.3",3.75223596442241e-07,-0.260456120266265,0.644,0.741,0.00959897004418542,"cardiac","Mrpl37"
"Mrpl39",1.42422800247985e-06,-0.326040494102268,0.842,0.87,0.0364346007594396,"endothelial","Mrpl39"
"Mrpl40",1.53271707780798e-08,-0.352014596562592,0.906,0.967,0.000392099682844838,"endothelial","Mrpl40"
"Mrpl41",2.41460686651406e-11,-0.250735782065346,0.846,0.908,6.17704728591628e-07,"forebrain","Mrpl41"
"Mrpl42.1",2.28102506265745e-10,-0.285001153711547,1,0.999,5.83531831529029e-06,"foregut","Mrpl42"
"Mrpl42.2",7.13347807050118e-13,-0.346493563043743,1,0.999,1.82488635999561e-08,"endothelial","Mrpl42"
"Mrpl44",8.19702966443455e-14,-0.342253666697846,0.748,0.868,2.09696412875565e-09,"cardiac","Mrpl44"
"Mrpl54",1.2582755931451e-17,0.25156117697583,0.997,1,3.21892062238379e-13,"presomitic mesoderm","Mrpl54"
"Mrpl55",3.54529870019013e-11,-0.371187848990624,0.928,0.976,9.06958313482638e-07,"endothelial","Mrpl55"
"Mrps11",1.76746485485685e-09,-0.367521281456024,0.885,0.946,4.5215285916948e-05,"endothelial","Mrps11"
"Mrps12",4.07358488066229e-07,0.288874575452934,1,0.995,0.0104210448417103,"extraembryonic mesoderm","Mrps12"
"Mrps12.1",7.62697746838359e-14,0.259008174645945,1,0.995,1.95113337596189e-09,"cardiac","Mrps12"
"Mrps12.2",1.45376130711431e-06,-0.263496313304891,0.986,0.995,0.0371901217585984,"endothelial","Mrps12"
"Mrps15.1",1.5672583243447e-09,-0.290007416183168,0.968,0.99,4.00936024533862e-05,"foregut","Mrps15"
"Mrps16.1",2.50511188517848e-07,0.295145515740505,1,0.986,0.00640857722466358,"extraembryonic mesoderm","Mrps16"
"Mrps17",4.6776853825686e-09,-0.308460935578002,0.943,0.986,0.00011966454745687,"foregut","Mrps17"
"Mrps18b",2.30903758147745e-07,0.263989464847251,0.991,0.972,0.00590697994093561,"neural crest","Mrps18b"
"Mrps18b.2",6.0365835939563e-12,-0.400343171735684,0.93,0.974,1.5442788150059e-07,"foregut","Mrps18b"
"Mrps18b.3",1.72813618745906e-07,0.284847280363907,1,0.972,0.00442091799475778,"extraembryonic mesoderm","Mrps18b"
"Mrps18b.4",3.00198443874984e-15,-0.337283427253868,0.932,0.975,7.67967659120985e-11,"cardiac","Mrps18b"
"Mrps18b.5",6.97886603586208e-07,-0.377587996546955,0.988,0.972,0.0178533350929424,"mid hindgut","Mrps18b"
"Mrps23.1",5.95958222598289e-10,-0.368991054994891,0.914,0.963,1.52458032505094e-05,"endothelial","Mrps23"
"Mrps24",5.00091484088618e-08,0.274359150875991,0.99,0.996,0.0012793340345955,"amnion","Mrps24"
"Mrps26.2",1.6409209087085e-06,0.277445110625871,0.978,0.928,0.0419780386865808,"endothelial","Mrps26"
"Mrps33.1",1.08953257481637e-12,-0.3713911150768,0.987,0.993,2.78724223289524e-08,"foregut","Mrps33"
"Mrps33.2",1.88938989388331e-24,0.340491276246627,1,0.993,4.83343722653227e-20,"somitic mesoderm","Mrps33"
"Mrps33.3",1.7020706185254e-06,-0.3619054237602,0.976,0.994,0.0435423705631168,"mid hindgut","Mrps33"
"Mrps35",1.16540362794117e-06,-0.301259273896541,0.849,0.919,0.0298133556099911,"endothelial","Mrps35"
"Mrps36",3.20809049185089e-30,-0.721511236590966,0.863,0.991,8.20693709625294e-26,"endothelial","Mrps36"
"Mrps6.2",1.47336163403308e-17,0.55537776205664,0.916,0.807,3.76915373218343e-13,"neural crest","Mrps6"
"Mrps6.3",4.57038559078204e-09,0.77732832322236,0.899,0.81,0.000116919604183386,"notochord","Mrps6"
"Mrps6.4",6.67895613807044e-28,-0.493655848897759,0.697,0.824,1.70861055924118e-23,"placodes","Mrps6"
"Mrps6.6",1.51832943415461e-10,0.509871143464639,0.906,0.809,3.88419035845431e-06,"endothelial","Mrps6"
"Mrps6.7",4.75094287819235e-08,0.552821084132637,0.89,0.81,0.00121538620709917,"mid hindgut","Mrps6"
